user_id
102390
4767346
5695337
5778823
6861153
8816804
1568093
1656852
1912243
1945346
2165651
2216419
2699311
2938253
3446643
4019838
102390
4677085
4724487
4728832
5031561
5046181
5682116
5746815
6069390
6159354
6717323
8169752
8351371
788336
1654723
1730150
1757105
2619159
4000634
6951976
573249
1899359
4337657
102390
134545
4534898
5260429
5342079
5537142
6062052
6159354
6345170
6626981
6852914
6855546
7521550
7616911
7651263
8154465
8499112
8662366
531920
797895
841104
967713
1009447
1654723
1663463
1786009
2163663
2349486
2777454
3102161
3306332
3789603
4112334
4143778
4198562
102390
10907
134545
53836
4628268
4644898
4717091
4730707
4878013
5473971
6407232
6546201
667246
797895
841104
850365
1197815
1399297
1587743
1654723
1786009
1900973
1977590
2004496
2056115
2141158
2207088
2238971
2353125
2420553
2490778
2513926
2699127
2699805
2747146
3017256
3102161
3248292
3620736
4302290
4374622
102390
6159354
2207088
134545
4644898
5342079
5431916
5682116
5918924
6014936
6365094
6626981
6715824
6911829
7374173
7651263
7820878
8499112
797895
1301815
1663463
3102161
3861919
156982
185068
4644898
4660561
4680852
4717091
4733430
4857159
5342079
5451546
5537142
5540686
5548401
5682116
5986736
6159354
6293544
6357405
6484170
6852914
6855546
6960859
7445622
7521550
7651263
8079880
8662485
667246
676112
797895
849244
866150
1009447
1570528
1582883
1638611
1663463
1707053
1716755
1726366
1727251
1867834
1890235
1900973
1968974
2043604
2056115
2071557
2313978
2353125
2490778
2513926
2665609
2699805
3102161
3230503
3286045
3306332
3349157
3354458
3620736
3645727
3872595
4198562
4255025
4313102
4369280
4374622
4432684
4590174
5638596
8919669
531920
866150
920718
945165
1081298
1968974
2490778
3159672
3529966
4369280
4432684
4660561
8499112
1663463
1956770
3645727
5537142
6182956
8464935
8499112
1727251
4369280
5638596
6855546
8499112
866150
1009447
3306332
7201076
8357187
8499112
2490778
2777454
3017679
3306332
3620736
102390
456647
4724487
4735988
4741780
1426613
1726366
2120788
4068301
102390
134545
4502738
4612655
4660561
4724487
4735988
4748489
4823105
4848800
5044249
5198608
5208280
5494836
5540686
5548401
6159354
6275666
6484170
6717323
737376
788336
841104
848498
892226
1103092
1169362
1230656
1304234
1361554
1426613
1726366
1759089
1963839
1964394
1971975
2071557
2191537
2527403
2590193
2642025
2776642
3306332
3423761
3444838
3957230
4023558
4067190
4068301
4221031
4385711
4407605
102390
456647
4502738
4624251
4724487
4735988
4823105
5540686
5565245
5716768
6023643
6182956
7445622
529727
697940
737376
788336
818368
848498
874735
909080
985407
1169362
1175945
1361664
1374677
1400419
1426613
1435694
1547857
1570528
1612089
1623122
1638611
1705936
1708271
1726366
1793757
1883885
1910652
1963839
1964394
1994922
2130659
2131527
2208534
2213599
